unique_id,fieldguide,english_common,latin_species,length,order,family,family_english,voice,warblish,usable,voice_reduced,non_vocalization,distance_amplitude,namesake,qualifies_as_song,mimicry,comparison,comparison_type,comparison_expression,comparand,comp_construction,comp_dimension,duplicated_comparison,comments
id_4746,peterson_chalif_mexico,Least Flycatcher,Empidonax minimus,NA,Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura","Voice, ""che-bek'"".",NO,yes,"Voice, ""che-bek'""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6184,simpson_day_australian,Green Pygmy-Goose,Nettapus pulchellus,"M 30-36, F 30-34",Anseriformes,Anatidae,"Ducks, Geese, Swans","Male has a distinctive shrill ""pee-whit"" call.",NO,yes,"a distinctive shrill ""pee-whit"" call",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_517,allabout_birds,Sooty Grouse,Dendragapus fuliginosus,45,Galliformes,Phasianidae,Pheasants & Allies,"Males advertise their territory with a low-pitched, loud hoot or series of them. They give this vocalization to mark territory and to attract females, so some authors refer to this as 'song'; Males also give a growling ""gugugug""; or more staccato ""cak-cak-cak"" when confronting rivals or other intruders, including mammals; Females give a quavering cackle; or whinny to show interest to advertising males; In aggressive encounters, they give a hiss; or chicken-like cluck; Females stay in contact with chicks using a quiet ""tu"", sometimes repeated; If separated from her brood, hens give loud, high-pitched ""skree""; ""kweer-kweer""; and ""kwa-kwa"" calls; Male makes very deep hooting.",NO,yes,"a low-pitched, loud hoot or series of them; growling ""gugugug""; or more staccato ""cak-cak-cak"" ;  a quavering cackle; or whinny ; a hiss; or cluck; a quiet ""tu"", repeated; loud, high-pitched ""skree""; ""kweer-kweer""; and ""kwa-kwa"" calls;  very deep hooting",NA,NA,NA,so some authors refer to this as 'song',NA,comparison,to_other_species,chicken-like cluck,chicken,C-like O,none,NA,NA
id_33,allabout_birds,Ash-throated Flycatcher,Myiarchus cinerascens,20,Passeriformes,Tyrannidae,"Tyrant Flycatchers, Calyptura","Ash-throated Flycatchers have 4 distinct calls that they give singly, in pairs, or in combination. They make a short and rapid ""huit"" call or string them together into a trill that lasts for 4-5 seconds; The ""br-ick"" call is less than 1 second long and rises in pitch; They give a ""wheer"" that varies from relatively flat in pitch to rising or descending depending on their level of excitement; The final call is a short, low-pitched, burry ""urg"". They combine these 4 basic calls to form 2 additional calls that are often part of the dawn song, the ""ka-brick""; and ""ha-wheer"" calls; Males sing a repeated series of gurgling, burry notes just before dawn until about seven in the morning during the breeding season; Their non-musical song changes in pitch from high to low and sounds rather bumpy and stuttered as if they were sputtering through a whistle; The dawn song may include the ""ha-wheer"" call; or the ""ka-brick"" call. The length of each song varies, but each burst is about 1 second long with about 2-3 seconds of silence between bursts.",NO,yes,"a short and rapid ""huit"" call or string them together into a trill that lasts for 4-5 seconds; The ""br-ick""  less than 1 second long and rises in pitch; a ""wheer"" that varies from relatively flat in pitch to rising or descending; a short, low-pitched, burry ""urg""; the ""ka-brick""; and ""ha-wheer"" calls; sing a repeated series of gurgling, burry notes just before  ; Their non-musical song changes in pitch from high to low and sounds rather bumpy and stuttered; The  song may include the ""ha-wheer"" call; or the ""ka-brick"" call; The length of each song varies, but each burst is about 1 second long with about 2-3 seconds of silence between bursts",NA,NA,NA,NA,NA,comparison,to_inanimate,as if they were sputtering through a whistle,sputtering through a whistle,as if they were C,none,NA,had to refix stuttered
id_6894,tarboton_kruger_national_park,Rufous-winged Cisticola,Cisticola galactotes,13cm,Passeriformes,Cisticolidae,Cisticolas & Allies,NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_103,allabout_birds,Boreal Chickadee,Poecile hudsonicus,13.25,Passeriformes,Paridae,"Tits, Chickadees","The most common call note is a raspy ""schick-a-dee-dee"", harsher than the corresponding call of Black-capped Chickadee; Other calls include a low gargling; a similar twitter; or trill; and short, one-syllable chirps; squeals; and short calls. The functions of these calls include aggression, courtship, food begging, warning, and alarm.",NO,yes,"a raspy ""schick-a-dee-dee"", harsher; a low gargling; a twitter; or trill; and short, one-syllable chirps; squeals; and short calls",NA,NA,NA,NA,NA,comparison,to_similar_species,"a raspy ""schick-a-dee-dee"", harsher than the corresponding call of Black-capped Chickadee",Black-capped Chickadee,"O, X-er than C",harsher,NA,NA
id_5348,sibley_birds,Mottled Petrel,Pterodroma inexpectata,14,Procellariiformes,Procellariidae,"Petrels, Shearwaters, Diving Petrels",Generally silent at sea.,NO,silent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_2157,felix_hisek_birds,Serin,Serinus serinus,11.5,Passeriformes,Fringillidae,"Finches, Euphonias","A rapid ""si-twi-twi-twi""; or a hard ""chit-chit-chit"".",NO,yes,"rapid ""si-twi-twi-twi""; or a hard ""chit-chit-chit""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1353,collins_british_rare,Red-Footed Falcon,Falco vespertinus,65-75cm,Falconiformes,Falconidae,"Caracaras, Falcons",Vagrants here are mostly silent.,NO,silent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1693,collins_gem_birds,Kittiwake,Rissa tridactyla,40,Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Noisy at colonies, diagnostic ""kitti-wake"".",NO,yes,"diagnostic ""kitti-wake""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4172,national_geographic_america,Eurasian Bullfinch,Pyrrhula pyrrhula,17cm,Passeriformes,Fringillidae,"Finches, Euphonias","Call is a soft, piping ""pheew"".",NO,yes,"a soft, piping ""pheew""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5897,sibley_birds,Taiga Flycatcher,Ficedula albicilla,4.7,Passeriformes,Muscicapidae,"Chats, Old World Flycatchers","Call a slightly descending buzzy rattle ""jerrt"".",NO,yes,"a descending buzzy rattle ""jerrt""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5611,sibley_birds,Crested Auklet,Aethia cristatella,10.5,Charadriiformes,Alcidae,Auks,"Silent at sea. Adults in and near colony give a variety of low barking; and hooting calls; a nasal, barking ""kyow"" like a small dog is frequently heard; Also a short, accelerating series of honking notes.",NO,yes,"a variety of low barking; and hooting calls; a nasal, barking ""kyow"";  short, accelerating series of honking notes",NA,NA,NA,NA,NA,comparison,to_other_animal,"nasal, barking ""kyow"" like a small dog is frequently heard",small dog,"O, like C",none,NA,NA
id_3619,national_geographic_america,Piping Plover,Charadrius melodus,18cm,Charadriiformes,Charadriidae,Plovers,"Distinctive call is a clear ""peep-loo"".",NO,yes,"a clear ""peep-loo""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2781,morcombe_australia,Royal Spoonbill,Platalea regia,75-80cm,Pelecaniformes,Threskiornithidae,"Ibises, Spoonbills","silent except at nest site when breeding; it gives soft, low grunts; groans; and hisses; Also sounds non-vocally in displays: a loud ""whoof"" made by the wings; and soft bill-snapping.",NO,yes,"soft, low grunts; groans; and hisses","a loud ""whoof"" made by the wings; and soft bill-snapping",NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_16,allabout_birds,American Kestrel,Falco sparverius,26.5,Falconiformes,Falconidae,"Caracaras, Falcons","American Kestrels have a fairly limited set of calls, but the most common one is a loud, excited series of 3-6 ""klee!""; or ""killy!"" notes lasting just over a second. It's distinctive and an excellent way to find these birds; You may also hear two other common calls: a long whine that can last 1-2 minutes, heard in birds that are courting or feeding fledglings; and a fast chitter, usually used by both sexes in friendly interactions.",NO,yes,"a loud, excited series of 3-6 ""klee!""; or ""killy!"" notes lasting just over a second; a long whine that can last 1-2 minutes; a fast chitter",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5477,sibley_birds,Mountain Plover,Charadrius montanus,9,Charadriiformes,Charadriidae,Plovers,"Flight call a coarse ""grrrt""; lower single note ""dirp"" like Western Meadowlark; also a coarse, grating ""ji ji ji ji ji""; In courtship a low, soft moan very similar to distant cow mooing; Flight song a rapidly repeated, wild, harsh whistle ""we we we we we...""",NO,yes,"a coarse ""grrrt""; lower single note ""dirp"" ;  coarse, grating ""ji ji ji ji ji""; a low, soft moan; a rapidly repeated, wild, harsh whistle ""we we we we we...""",NA,NA,NA,NA,NA,comparison,to_other_species;to_other_animal,like Western Meadowlark;very similar to distant cow mooing,Western Meadowlark;distant cow mooing,O like C;similar to N O-ing,none;none,NA,NA
id_3804,national_geographic_america,Manx Shearwater,Puffinus puffinus,"34cm, 84cm",Procellariiformes,Procellariidae,"Petrels, Shearwaters, Diving Petrels",NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_3320,morcombe_australia,Varied Triller,Lalage leucomela,18-20cm,Passeriformes,Campephagidae,Cuckooshrikes,"while foraging, contact calls are given almost continuously. The sound is distinctive: a rolling, swelling and fading, mellow rattling, rising and strengthening for several seconds, ""trrreee-""; then falling, ""-iurr""; giving an undulating ""trreee-iurr, trreee-iurr, trreee-iur-"".",NO,yes,"distinctive a rolling, swelling and fading, mellow rattling, rising and strengthening for several seconds, ""trrreee-""; then falling, ""-iurr""; giving an undulating ""trreee-iurr, trreee-iurr, trreee-iur-""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5445,sibley_birds,Short-tailed Hawk,Buteo brachyurus,16,Accipitriformes,Accipitridae,"Kites, Hawks, Eagles","High, clear ""keeeea"" long and drawn-out, sometimes quavering; also high ""keee""; or ""kleee"", often in slow series, nearly as high as Broad-winged but with harsher, less thin quality. Juvenile similar to adult.",NO,yes,"High, clear ""keeeea"" long and drawn-out,  quavering; also high ""keee""; or ""kleee"", often in slow series, nearly as high as with harsher, less thin quality",NA,NA,NA,NA,NA,comparison,to_similar_species,"nearly as high as Broad-winged but with harsher, less thin quality",Broad-winged Hawk,"O, as X as C, but X-er",higher&thinner,NA,NA
id_988,bruun_hamlyn_guide,Marsh Tit,Poecile palustris,11,NA,NA,NA,"Typical calls are loud ""pitchu""; and repeated, scolding ""tzee""; Usual song, a repeated ""tschuppi"".",NO,yes,"calls are loud ""pitchu""; and repeated, scolding ""tzee"";  song, a repeated ""tschuppi""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_82,allabout_birds,Black-tailed Gnatcatcher,Polioptila melanura,12,Passeriformes,Polioptilidae,Gnatcatchers,"Both sexes frequently make low, nasal scolds; as well as rapid, monotonous successions of harsh notes; Male Black-tailed Gnatcatchers occasionally sing a complex series of jumbled, warbling notes, particularly while defending their territory.",NO,yes,"low, nasal scolds; as well as rapid, monotonous successions of harsh notes; sing a complex series of jumbled, warbling notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6040,sibley_birds,Bell's Sparrow,Artemisiospiza belli,5.5,Passeriformes,Passerellidae,New World Sparrows,"Song a bright, finch-like warble, rising and falling rapidly with notes run together in tempo reminiscent of Blue Grosbeak, no sharp notes on accented phrases, higher-pitched and more rapid than Sagebrush; Calls include very high, thin ""tip""; or ""tink"" notes singly or in series.",NO,yes,"a bright, warble, rising and falling rapidly with notes run together in tempo, no sharp notes on accented phrases, higher-pitched and more rapid ; very high, thin ""tip""; or ""tink"" notes singly or in series",NA,NA,NA,NA,NA,comparison,to_other_bird_category;to_other_species;to_similar_species,finch-like warble;in tempo reminiscent of Blue Grosbeak;higher-pitched and more rapid than Sagebrush,finch;Blue Grosbeak;Sagebrush Sparrow,C-like O;in S reminiscent of C;X-er than C,none;none;higher&more_rapid,NA,NA
id_6001,sibley_birds,Yellow-rumped Warbler,Setophaga coronata,5.5,NA,NA,NA,"Song a clear warble, soft and rather flat, weaker at beginning and end, usually two-part with last few phrases lower or higher in pitch ""sidi sidi sidi sidi sidi seedl seedl seedl seedl""; Song of Myrtle averages slightly higher-pitched with shorter phrases; Call of Myrtle a low, flat ""chep""; or hard ""tep"" without rising inflection; Call of Audubon's a dry, husky ""chwit"" with slightly rising inflection; Flight call a clear rising ""svit""; or ""ssit"".",NO,yes,"a clear warble, soft and rather flat, weaker at beginning and end,  two-part with last few phrases lower or higher in pitch ""sidi sidi sidi sidi sidi seedl seedl seedl seedl""; higher-pitched with shorter phrases; a low, flat ""chep""; or hard ""tep"" without rising inflection; a dry, husky ""chwit"" with rising inflection; a clear rising ""svit""; or ""ssit""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_914,bruun_hamlyn_guide,Sedge Warbler,Acrocephalus schoenobaenus,13,Passeriformes,Acrocephalidae,Reed Warblers & Allies,"Song, which is delivered from perch or almost vertical songflight, is varied (more so than that of Reed Warbler), repetitive, rapid, and interspersed with many harsh notes.",NO,yes,"Song is varied, repetitive, rapid, and interspersed with many harsh notes",NA,NA,NA,NA,NA,comparison,to_similar_species,"Song is varied (more so than that of Reed Warbler), repetitive, rapid, and interspersed with many harsh notes.",Reed Warbler,S (more so than that of C),none,NA,NA
id_4421,national_trust_bird_spotter,Fulmar,Fulmarus glacialis,47,Procellariiformes,Procellariidae,"Petrels, Shearwaters, Diving Petrels","Loud, throaty cackling and grunting",NO,yes,"Loud, throaty cackling and grunting",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5742,sibley_birds,White-eyed Parakeet,Psittacara leucophthalmus,13.5,Psittaciformes,Psittacidae,African & New World Parrots,Similar to Mitred Parakeet.,NO,comparison_only,NA,NA,NA,NA,NA,NA,comparison_only,to_similar_species,Similar to Mitred Parakeet,Mitred Parakeet,similar to C,none,NA,NA
id_2344,holden_cleeves_birds,Kingfisher,Alcedo atthis,16-17cm,Coraciiformes,Alcedinidae,Kingfishers,"Call is a shrill ""chreee""; or a double note ""chee-kee"".",NO,yes,"a shrill ""chreee""; or a double note ""chee-kee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_149,allabout_birds,Cassia Crossbill,Loxia sinesciuris,NA,Passeriformes,Fringillidae,"Finches, Euphonias","Cassia Crossbills give a short kip in flight that serves to keep the group together. The call differs slightly from Red Crossbill type 2 and type 5 calls, but hearing the difference is challenging. Cassia's call (Type 9) is a bit lower in pitch and has a harsher quality to it. The best way to separate them is to look at the shape of the call on a spectrogram. Each Cassia Crossbill call consists of an upside-down U followed by a slash. More detailed information on crossbill call types is on ; Their excitement calls, often given as an alarm call or in response to aggressive flock mates also differ from Red Crossbill types 2 and 5. Cassia Crossbill's excitement call rises and then falls in pitch unlike Red Crossbill type 5, which doesn't rise and fall as much and unlike Red Crossbill type 2, which starts lower in pitch and then rises and falls; The Cassia Crossbill sings a jumbling warble much like other crossbills, but its song is a bit buzzier with more repetition.",NO,yes,"a short kip;  a bit lower in pitch and has a harsher quality to it; call rises and then falls in pitch; a jumbling warble, but its a bit buzzier with more repetition",NA,NA,NA,NA,NA,comparison,to_similar_species;to_similar_species;to_similar_species;to_similar_species;to_superordinate,"The call differs slightly from Red Crossbill type 2 and type 5 calls, but hearing the difference is challenging;also differ from Red Crossbill types 2 and 5;unlike Red Crossbill type 5;which doesn't rise and fall as much and unlike Red Crossbill type 2;sings a jumbling warble much like other crossbills, but its song is a bit buzzier with more repetition",Red Crossbill;Red Crossbill;Red Crossbill;Red Crossbill;other crossbrills,"N differs from C's N, is X-er;N differ from C's N;unlike C's N;unlike C's N;O like other C but X-er",lower&harsher;none;none;none;buzzier&more_repetition,NA,using spectogram to discuss call
id_5689,sibley_birds,Buff-bellied Hummingbird,Amazilia yucatanensis,4.25,Apodiformes,Trochilidae,Hummingbirds,"Call a very high, sharp, metallic ""tack"", nearly always given in short series of two to four notes, weaker single notes when perched; Chase call a dry, sharp buzz ""jjjjjjj""; a piercing ""seek-seek"" when chasing predator.",NO,yes,"a very high, sharp, metallic ""tack"", nearly always given in short series of two to four notes, weaker single notes; a dry, sharp buzz ""jjjjjjj""; a piercing ""seek-seek"" ",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_100,allabout_birds,Bobolink,Dolichonyx oryzivorus,18,Passeriformes,Icteridae,"Oropendolas, Orioles, Blackbirds","Bobolinks use a ""pink"" sound all year round to communicate within flocks, and they have several additional calls during the breeding season; Males give ""chunk, chenk""; and ""see-yew"" calls when disturbed by intruders; buzzes during courtship display; and staccato ""check"" notes while pursuing other males; Females respond to intruders with ""chunk""; and ""quipt"" notes; and use quiet ""zeep"" notes when conflicting with other individuals; The male sings a metallic, bubbly, rambling song with a mixture of sharp high notes and buzzy low pitches. He sings from perches and in flight throughout the breeding season, but mostly while establishing a territory and courting females. Each male has 2 song types, each composed of 25-50 notes in a fixed sequence, lasting about 3.5 seconds.",NO,yes,"a ""pink"" sound;  ""chunk, chenk""; and ""see-yew"" calls; buzzes; and staccato ""check"" notes ; with ""chunk""; and ""quipt"" notes; and use quiet ""zeep"" notes ;  a metallic, bubbly, rambling song with a mixture of sharp high notes and buzzy low pitches. Each 2 song types, each composed of 25-50 notes in a fixed sequence, lasting about 3.5 seconds",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
